"year","treatment","ID","name","value"
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.15","internal",1
"2019","Untreated","11.15","C02",1
"2019","Untreated","11.15","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.16","internal",1
"2019","Untreated","11.16","C02",1
"2019","Untreated","11.16","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",5
"2019","Untreated","11.22","C02",5
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.22","internal",1
"2019","Untreated","11.22","C02",1
"2019","Untreated","11.22","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",3
"2019","Untreated","11.35","C02",3
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",2
"2019","Untreated","11.35","C02",2
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.35","internal",1
"2019","Untreated","11.35","C02",1
"2019","Untreated","11.35","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","11.41","internal",1
"2019","Untreated","11.41","C02",1
"2019","Untreated","11.41","radial",1
"2019","Untreated","12.05","internal",2
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",2
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",2
"2019","Untreated","12.05","C02",2
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.05","internal",2
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",2
"2019","Untreated","12.05","internal",1
"2019","Untreated","12.05","C02",1
"2019","Untreated","12.05","radial",1
"2019","Untreated","12.13","internal",2
"2019","Untreated","12.13","C02",2
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",3
"2019","Untreated","12.13","C02",3
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",2
"2019","Untreated","12.13","C02",2
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",2
"2019","Untreated","12.13","C02",2
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",2
"2019","Untreated","12.13","C02",2
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",3
"2019","Untreated","12.13","C02",3
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",2
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",2
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.13","internal",1
"2019","Untreated","12.13","C02",1
"2019","Untreated","12.13","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",2
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",2
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",2
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",2
"2019","Untreated","12.17","internal",3
"2019","Untreated","12.17","C02",3
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",4
"2019","Untreated","12.17","C02",4
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
"2019","Untreated","12.17","radial",1
"2019","Untreated","12.17","internal",1
"2019","Untreated","12.17","C02",1
